"Model","Nugget","Sill","Range","sill.ratio","ME","rmse","r2","loglike","AIC","AICc","BIC","AICcDelta","ModelLik","AICcWt","cumwt"
"Sph",27757.582963516,308227.093734167,40077.22176622,90.9944376961697,878.854524472071,3523.25627506138,0.998481757885301,-160.443477366939,324.886954733877,325.886954733877,326.303055136082,NA,NA,NA,NA
