"Model","Nugget","Sill","Range","sill.ratio","ME","rmse","r2","loglike","AIC","AICc","BIC","AICcDelta","ModelLik","AICcWt","cumwt"
"Lin",0.353230551708121,3.51160978011494,39112.7249707317,89.9410648156766,-0.0110683443529667,0.0443720918653238,0.998013194494568,16.691846669402,-29.3836933388039,-28.3836933388039,-27.9675929365995,NA,NA,NA,NA
