"df","df.residual","logLik","AIC","BIC","adj.r.squared","deviance","nobs","method","sp.crit","scale.est"
107.201743955478,650.798256044522,-452.930326709641,1127.65361489258,1641.180105766,0.749670794387909,0.784790210767028,758,"fREML",646.997898944208,0.225299071775014
