"Station.ID","WY","UTMX","UTMY","mean.TSS","mean.Turb","mean.TP"
"LZ30",2020,513905.840445047,2963955.39875457,13.625,20.6583333333333,109.166666666667
"LZ40",1990,520952.596073487,2975577.34438054,NA,68.9289682539683,178.503174603175
"LZ40",1994,520952.596073487,2975577.34438054,40.6935483870968,46.672972972973,164.474965501241
"LZ40",1995,520952.596073487,2975577.34438054,20,20.1433333333333,127.579670143542
"LZ40",1996,520952.596073487,2975577.34438054,9.5,NA,89.9991987179487
"LZ40",1997,520952.596073487,2975577.34438054,57,61.9142857142857,175.571428571429
"LZ40",1998,520952.596073487,2975577.34438054,39.3529411764706,49.4411764705882,153.4375
"LZ40",1999,520952.596073487,2975577.34438054,29.0555555555556,37.6644444444444,130.333333333333
"LZ40",2000,520952.596073487,2975577.34438054,38.9375,48.98125,149.5625
"LZ40",2001,520952.596073487,2975577.34438054,43.9333333333333,58.3333333333333,156.2
"LZ40",2002,520952.596073487,2975577.34438054,28.3071428571429,39.7642857142857,131.642857142857
"LZ40",2003,520952.596073487,2975577.34438054,45.5166666666667,51.6511111111111,169.555555555556
"LZ40",2004,520952.596073487,2975577.34438054,30.8833333333333,40.1208333333333,142.833333333333
"LZ40",2005,520952.596073487,2975577.34438054,92.3636363636364,110.072727272727,252.454545454545
"LZ40",2006,520952.596073487,2975577.34438054,68.9166666666667,84.6333333333333,334.166666666667
"LZ40",2007,520952.596073487,2975577.34438054,46.0833333333333,73.4583333333333,194.833333333333
"LZ40",2008,520952.596073487,2975577.34438054,62,83.0333333333333,174.777777777778
"LZ40",2009,520952.596073487,2975577.34438054,53.4166666666667,66.3,174.666666666667
"LZ40",2010,520952.596073487,2975577.34438054,31.4545454545455,42.5818181818182,143.363636363636
"LZ40",2011,520952.596073487,2975577.34438054,33.0909090909091,44.7909090909091,141
"LZ40",2012,520952.596073487,2975577.34438054,30.75,38.5833333333333,120.333333333333
"LZ40",2013,520952.596073487,2975577.34438054,38.3333333333333,56.3916666666667,158.583333333333
"LZ40",2014,520952.596073487,2975577.34438054,23.4166666666667,37.5,135.25
"LZ40",2015,520952.596073487,2975577.34438054,40.25,59.5416666666667,175.333333333333
"LZ40",2016,520952.596073487,2975577.34438054,37,52.7083333333333,160.833333333333
"LZ40",2017,520952.596073487,2975577.34438054,47.25,65.1,182.166666666667
"LZ40",2018,520952.596073487,2975577.34438054,49.4166666666667,83.55,213.5
"LZ40",2019,520952.596073487,2975577.34438054,28.3333333333333,43.9916666666667,163.25
"LZ40",2020,520952.596073487,2975577.34438054,46.3846153846154,67.7461538461538,176.846153846154
"MBOXSOU",1996,494053.015093948,2977735.53294488,1.5,0.534,9.5
"MBOXSOU",1997,494053.015093948,2977735.53294488,3.3125,0.7082875,15
"MBOXSOU",1998,494053.015093948,2977735.53294488,2.125,1.240875,33.0285714285714
"MBOXSOU",1999,494053.015093948,2977735.53294488,2.65,1.4434,25.7777777777778
"MBOXSOU",2000,494053.015093948,2977735.53294488,2.5,2.1025,29.125
"MBOXSOU",2001,494053.015093948,2977735.53294488,1.5,1.19,22
"MBOXSOU",2002,494053.015093948,2977735.53294488,3.5,3.32283333333333,288.166666666667
"MBOXSOU",2003,494053.015093948,2977735.53294488,5.4,2.466125,36.75
"MBOXSOU",2004,494053.015093948,2977735.53294488,1.5,1.58833333333333,20.75
"MBOXSOU",2005,494053.015093948,2977735.53294488,2.33333333333333,2.56666666666667,60.2222222222222
"MBOXSOU",2006,494053.015093948,2977735.53294488,5.45833333333333,4.56666666666667,162.916666666667
"MBOXSOU",2007,494053.015093948,2977735.53294488,9,4.2,237
"MBOXSOU",2009,494053.015093948,2977735.53294488,4.66666666666667,2.86666666666667,272.833333333333
"MBOXSOU",2010,494053.015093948,2977735.53294488,9.71428571428571,5.38571428571429,104.857142857143
"MBOXSOU",2011,494053.015093948,2977735.53294488,3.21428571428571,2.94285714285714,34.1428571428571
"MBOXSOU",2012,494053.015093948,2977735.53294488,23.6666666666667,7.63333333333333,676.333333333333
"MBOXSOU",2013,494053.015093948,2977735.53294488,8.71428571428571,9.3,169.571428571429
"MBOXSOU",2014,494053.015093948,2977735.53294488,2.75,3.425,34
"MBOXSOU",2015,494053.015093948,2977735.53294488,2.25,2.66666666666667,26.8333333333333
"MBOXSOU",2016,494053.015093948,2977735.53294488,3,3.6,29.5
"MBOXSOU",2017,494053.015093948,2977735.53294488,2.61111111111111,2.36666666666667,18.3333333333333
"MBOXSOU",2018,494053.015093948,2977735.53294488,4,4.025,131
"MH16000",1996,495963.534078994,2971689.07365596,1.5,0.5495,9.75
"MH16000",1997,495963.534078994,2971689.07365596,2.375,0.859875,9.0625
"MH16000",1998,495963.534078994,2971689.07365596,1.71428571428571,1.24142857142857,10.5571428571429
"MH16000",1999,495963.534078994,2971689.07365596,2.25,0.8791,10.3333333333333
"MH16000",2000,495963.534078994,2971689.07365596,2.75,0.878875,14.25
"MH16000",2001,495963.534078994,2971689.07365596,10,3.67,23
"MH16000",2002,495963.534078994,2971689.07365596,6.9,2.31625,26
"MH16000",2003,495963.534078994,2971689.07365596,2.51428571428571,0.828142857142857,11.4
"MH16000",2004,495963.534078994,2971689.07365596,1.5,0.884083333333333,9.16666666666667
"MH16000",2005,495963.534078994,2971689.07365596,2.38888888888889,1.02222222222222,15.7777777777778
"MH16000",2006,495963.534078994,2971689.07365596,2.04166666666667,1.23333333333333,13.25
"MH16000",2009,495963.534078994,2971689.07365596,1.5,1.8,18
"MH16000",2010,495963.534078994,2971689.07365596,10.25,4,78
"MH16000",2011,495963.534078994,2971689.07365596,14,3.93333333333333,46
"MH16000",2013,495963.534078994,2971689.07365596,6.5,3.3,64.4
"MH16000",2014,495963.534078994,2971689.07365596,3.125,3.05,19
"MH16000",2015,495963.534078994,2971689.07365596,2.125,1.95,13.5
"MH16000",2016,495963.534078994,2971689.07365596,4.8,2.16,21.6
"MH16000",2017,495963.534078994,2971689.07365596,2.1,1.78,11.4
"MH16000",2018,495963.534078994,2971689.07365596,2.375,1.475,18.75
"MH24000",1996,498132.285781077,2972861.94514744,3,1.2135,34
"MH24000",1997,498132.285781077,2972861.94514744,9.33333333333333,0.809222222222222,13.25
"MH24000",1998,498132.285781077,2972861.94514744,1.875,1.02725,10.9142857142857
"MH24000",1999,498132.285781077,2972861.94514744,2.27272727272727,0.965909090909091,11.2727272727273
"MH24000",2000,498132.285781077,2972861.94514744,4.44444444444444,1.27033333333333,17.75
"MH24000",2001,498132.285781077,2972861.94514744,5,2.22,17
"MH24000",2002,498132.285781077,2972861.94514744,1.11666666666667,0.707833333333333,18
"MH24000",2003,498132.285781077,2972861.94514744,4.22222222222222,0.912888888888889,16
"MH24000",2004,498132.285781077,2972861.94514744,1.5,0.835666666666667,10.0833333333333
"MH24000",2005,498132.285781077,2972861.94514744,1.94444444444444,1.23333333333333,22
