"df","df.residual","logLik","AIC","BIC","adj.r.squared","deviance","nobs","method","sp.crit","scale.est"
111.293036694014,643.706963305986,-225.207069401364,680.227839768102,1211.86940440666,0.724571361270925,0.76486030153343,755,"fREML",428.919357306189,0.124702061406755
